OBJECTID,HWMID,HWM_TYPE,WTSHUNIT,WTSHNAME,UNIT_NO,CHAN_NAME,ROAD_NAME,STAGEGAGE,BM_NO,BM_DESC,BM_ELEV,ADJUST,SE10YR,SE50YR,SE100YR,SE500YR,LEGACY,FLD_DATE,CHK_DATE,BM_COND,HWM_ELEV,DISCLAIM,HWM_LOC,HWM_DESC,HWM_CONF,COMMENT,TEAM_MEM,PARTY_CHIEF,SRVY_CO,SRVY_DATE,POINT_X,POINT_Y,STATUS,SENSOR_PEAK_ELEV,TOP_PIPE_ELEV,HWI_ELEV,FINAL_HWM,GlobalID,CreationDate,Creator,EditDate,Editor,Water_Level_Change,HWM_VERIF,BMELEV_HISTORICAL,CSG_ELEVATION
30,D-0032,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,BRAES BAYOU,,040185,"Floodplain Reference Mark Number 040185 is a
Brass Disk stamped D100 0185D on bridge at
Braes Bayou Drive and Brays Bayou located on downstream,
east sidewalk of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 64.226 Feet NAVD 1988, 2001 Adjusted.",64.23,-2.3,59.5,61.7,62,63.1,0,2019-09-19 15:52,2019-09-25 15:52,Correct,54.78,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,right bank debris line ,Medium,,"R Velasco, F Baez",F Baez,,2019-09-25 15:53,-95.51577693,29.67365097,Complete,,,,54.78,{D7F25FAD-17FD-43D3-BB7F-797C919E1C92},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:11,jeremy.justice9,9.45,,,
31,D-0033,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,GESSNER,460,040195,"Floodplain Reference Mark Number 040195 is a
Brass Disk stamped D100 0195D on bridge at
South Gessner Road and Brays Bayou located on downstream,
east sidewalk of northbound bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 62.348 Feet NAVD 1988, 2001 Adjusted.",62.35,-2.7,60.4,62.6,63,64.4,0,2019-09-19 16:12,2019-09-25 16:12,Correct,56.45,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"left bank, debris line",Medium,HWM tape 7.02. Using peak SWE for final mark,"R Velasco, F Baez",F Baez,,2019-09-25 16:13,-95.5281966,29.67273224,Complete,56.88,64.96,57.94,56.88,{F586E00D-CB91-4F06-B9C2-2E2239CE0CFD},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:09,jeremy.justice9,5.9,,,
32,D-0034,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,BISSONETT,,040200,"Floodplain Reference Mark Number 040200 is a
Brass Disk stamped D100 0200D on bridge at
Bissonnet Street and Brays Bayou located on downstream,
south sidewalk of eastbound bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 66.105 Feet NAVD 1988, 2001 Adjusted.",66.11,-2.7,61.5,64.1,64.6,65.7,0,2019-09-19 17:07,2019-09-25 17:08,Correct,55.85,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,debris line left bank ,Medium,,"R Velasco, F Baez",F Baez,,2019-09-25 17:09,-95.5304934,29.67641927,Complete,,,,55.85,{A26F5678-F110-4B7B-9B29-4DD7726C6231},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:11,jeremy.justice9,10.26,,,
33,D-0035,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,BRAEBURN GLEN,,040205,"Floodplain Reference Mark Number 040205 is a
Brass Disk stamped 040205 on bridge at
Braeburn Glen Blvd and Brays Bayou located on downstream,
east sidewalk of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 63.942 Feet NAVD 1988, 2001 Adjusted.",63.94,-2.7,61.7,64.6,65.1,66.4,0,2019-09-19 17:24,2019-09-25 17:24,Correct,56.75,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,right bank debris line,Medium,,"R Velasco, F Baez",F Baez,,2019-09-25 17:25,-95.53223588,29.67924773,Complete,,,,56.76,{DBFE0987-B832-47EE-86BA-3EB8B2C1054B},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:12,jeremy.justice9,7.19,,,
34,D-0036,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,US 59 (N BOUND),,040210,"Floodplain Reference Mark Number 040210 is a
Brass Disk stamped D100 0210D 040210 on bridge at
US 59 feeder NE-bound and Brays Bayou located on downstream,
south sidewalk of NE-bound feeder bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 69.929 Feet NAVD 1988, 2001 Adjusted.",69.93,-2.7,62.2,64.9,65.5,66.8,0,2019-09-19 17:49,2019-09-25 17:49,Correct,57.23,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,left bank debris line,Medium,,"R Velasco, F Baez",F Baez,,2019-09-25 17:51,-95.53666446,29.68085851,Complete,,,,57.23,{AC17AA36-E7B5-43FA-BED8-4022F0E863BD},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:12,jeremy.justice9,12.7,,,
35,D-0037,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,BEECHNUT,,040220,"Floodplain Reference Mark Number 040220 is a
Brass Disk stamped 040220 on bridge at
Beechnut Street NE-bound and Brays Bayou located on downstream,
south sidewalk, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 67.675 Feet NAVD 1988, 2001 Adjusted.",67.68,-2.8,65.1,67.5,68,69.4,0,2019-09-18 17:58,2019-09-25 18:03,Correct,58.27,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,debris line with plastic items on channel slope.,Medium,,RH/HH/DJ,RH,hcfcd,2019-09-25 18:00,-95.55225993,29.68989307,Complete,,,,58.27,{E62982C9-12E5-414D-A1CC-A548CC853A08},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:12,jeremy.justice9,9.41,,,
36,D-0038,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,WEST BELT,465,040225,"Floodplain Reference Mark Number 040225 is a
Brass Disk stamped 040225 on bridge at
Beltway 8 feeder S-bound and Brays Bayou located on downstream,
east concrete shoulder of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 71.332 Feet NAVD 1988, 2001 Adjusted.",71.33,-3,66.2,69,69.6,71.1,0,2019-09-18 20:17,2019-09-25 20:17,Correct,55.24,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on south side of channel.,Low,No HWI stick mark. Using sensor peak elev. for final HWM,RH/HH/DJ,RH,hcfcd,2019-09-18 20:17,-95.55707339,29.6953192,Complete,60.16,74.07,,60.16,{A3DA861E-A79B-453C-855B-B354AC4BE57A},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:13,jeremy.justice9,16.09,,,
37,D-0039,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,BELLAIRE BLVD,475,040230,"Floodplain Reference Mark Number 040230 is a
Brass Disk stamped D100 BM22 on bridge at
Bellaire Boulevard and Brays Bayou located on downstream,
south sidewalk of eastbound bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 70.309 Feet NAVD 1988, 2001 Adjusted.",70.31,-3,68.8,71.6,72.2,73.5,0,2019-09-18 20:23,2019-09-25 20:23,Correct,60.95,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on west west of channel,Medium,HWI stick had no mark.,RH/HH/DJ,RH,HCFCD,2019-09-25 17:07,-95.56578235,29.70406674,Complete,60.91,71.21,,60.95,{7F07A2B2-DE5D-4141-ADF8-8B6E52E61597},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:21,jeremy.justice9,9.36,,,
38,D-0040,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,BOONE,,040240,"Floodplain Reference Mark Number 040240 is a
Brass Disk stamped D100 BM30 on bridge at
Boone Road and Brays Bayou located on downstream,
east sidewalk of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 70.902 Feet NAVD 1988, 2001 Adjusted.",70.9,-2.8,69.7,72.3,72.9,74.1,0,2020-09-19 16:04,2019-09-25 16:04,Correct,60.54,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Good debris line S side of channel.,High,,RH/HH/DJ,RH,hcfcd,2019-09-25 16:06,-95.57541365,29.70542411,Complete,,,,60.54,{FEBFF390-ECC9-4FC5-9DAE-F860461E7EDD},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:21,jeremy.justice9,10.36,,,
39,D-0041,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,BELLE PARK,470,040245,"Floodplain Reference Mark Number 040245 is a
Brass Disk stamped 040245 on bridge at
Belle Park Drive and Brays Bayou located on downstream,
east curb of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 73.578 Feet NAVD 1988, 2001 Adjusted.",73.58,-2.7,70.6,73.1,73.6,74.7,0,2019-09-19 15:48,2019-09-25 15:48,Correct,62.32,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Good debris line on S side of channel 15 ft DS,High,,RH/HH/DJ,RH,hcfcd,2019-09-25 15:50,-95.58259745,29.70907956,Complete,63.16,75.04,59.48,63.16,{C6EAFFED-7241-480A-8BC3-0810213D2296},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:16,jeremy.justice9,11.26,,,
40,D-0042,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,HIGH STAR,,040250,"Floodplain Reference Mark Number 040250 is a
Brass Disk stamped 040250 on bridge at
Highstar Drive and Brays Bayou located on downstream,
south curb of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 73.835 Feet NAVD 1988, 2001 Adjusted.",73.84,-2.7,71.2,73.7,74.3,75.4,0,2019-09-19 15:24,2019-09-25 15:24,Correct,66.86,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Vegetation debris line,Low,,RH/HH/DJ,RH,hcfcd,2019-09-25 15:28,-95.58695081,29.71100923,Complete,,,,66.86,{82EF6ABE-C571-4C34-BF96-8A895B58A1CC},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:16,jeremy.justice9,6.98,,,
41,D-0043,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,ALIEF CLODINE RD,,040255,"Floodplain Reference Mark Number 040255 is a
Brass Disk stamped 040255 on bridge at
 Alief Clodine Road N-bound and Brays Bayou located on downstream,
south sidewalk of northbound bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 78.905 Feet NAVD 1988, 2001 Adjusted.",78.91,-2.5,71.9,74.3,75,76.1,0,2019-09-19 14:50,2019-09-25 14:51,Correct,64.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,mud  line under bridge with debris line just DS of bridge ,Medium,,RH/HH/DJ,RH,hcfcd,2019-09-25 15:16,-95.58735152,29.71520206,Complete,,,,64.1,{2B89B026-1B3B-4787-A4C2-76D77DA151A5},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:17,jeremy.justice9,14.81,,,
42,D-0044,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,OLD WESTHEIMER,,040260,"Floodplain Reference Mark Number 040260 is a
Brass Disk stamped D100 BM24 on bridge at
Old Westheimer Road and Brays Bayou located on downstream,
east curb of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 78.185 Feet NAVD 1988, 2001 Adjusted.",77.43,-2.5,73.6,75.7,76.4,77.7,0,2019-09-18 14:30,2019-09-25 14:30,Correct,77.62,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,Near fence with debris line of grass/trash.,Low,,RH/HH/DJ,RH,hcfcd,2019-09-25 14:33,-95.59235747,29.72263366,Complete,,,,77.62,{79634B22-3084-48A9-A08A-FB40E2E423B4},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:17,jeremy.justice9,0.19,,,
43,D-0045,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,DAIRY ASHFORD,,040270R,"Floodplain Reference Mark Number 040270R is a 
ALUM DISK Stamped 040270R on bridge at
Dairy Ashford at Brays Bayou, on downstream, south end of northbound lane,
in KeyMap 528D in the Brays Watershed on stream D100-00-00
ELEV. 79.42 Feet NAVD 1988, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",79.42,-2.7,75.1,77.2,78,79.3,0,2019-09-18 18:10,2019-09-23 18:10,Correct,69.08,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Sand line on concrete slope on DS southern side,High,,RH/TH/IS,RH,hcfcd,2019-09-23 18:22,-95.60481559,29.72145584,Complete,,,,69.08,{4C7E9CFD-6916-4D94-9D4E-CFBE2EEF9C80},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:17,jeremy.justice9,10.34,,,
44,D-0046,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,SYNOTT RD,,040280,"Floodplain Reference Mark Number 040280 is a
Brass Disk stamped D100 BM26 on bridge at
Synott Road and Brays Bayou located on downstream,
east sidewalk of bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 80.555 Feet NAVD 1988, 2001 Adjusted.",80.56,-2.4,76.9,78.6,79.2,80.6,0,2019-09-18 17:54,2019-09-23 17:55,Correct,68.57,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Grass debris line with plastic bottles.,Medium,mark is 100 feet D/S,RH/TH/IS,RH,hcfcd,2019-09-23 17:57,-95.61600729,29.71752993,Complete,,,,68.57,{DA2F9EF0-8642-44CB-AC1A-A211DB85BE9B},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:18,jeremy.justice9,11.99,,,
45,D-0047,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,ELDRIDGE,,040285,"Floodplain Reference Mark Number 040285 is a
Brass Disk stamped D100 BM27 on bridge at
Eldridge Parkway N-bound and Brays Bayou located on downstream,
east sidewalk of northbound bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 80.765 Feet NAVD 1988, 2001 Adjusted.",80.77,-2.2,77.8,79.8,80.4,82.1,0,2019-09-18 16:05,2019-09-23 16:05,Correct,69.12,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,Debris line of grass and plastic 100 feet DS,Medium,,RH/TH/IS,RH,hcfcd,2019-09-23 16:17,-95.62403992,29.71588256,Complete,,,,69.12,{73EDB92B-A3DB-48F5-892C-A3749144E186},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:18,jeremy.justice9,11.65,,,
46,D-0048,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,HWY 6,485,040295R2,"Floodplain Reference Mark Number 040295R is an ALUM DISC stamped 040295R in the concrete appron of a manhole on the northeast side of the bridge at Hwy in the Brays Bayou Watershed near stream D100-00-00 ELEV. 82.35 Feet NAVD 1988, 2001 Adjusted.",82.35,-2,80.7,82.6,82.9,83.9,0,2019-09-18 15:12,2019-09-23 15:11,Correct,78.36,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,Dead grass and vegetation line,Low,Mark about 40 feet U/S. Using HWI pipe for final elevation,RH/TH/IS,RH,HCFCD,2019-09-23 15:13,-95.64412299,29.71484308,Complete,75.57,85.62,76.51,76.51,{95CD1735-3817-41F9-91F7-5C74ED903344},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:24,jeremy.justice9,3.99,,,
47,D-0049,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,ADDICKS CLODINE,,040310,"Floodplain Reference Mark Number 040310 is a
Brass Disk stamped D100 BM28 on bridge at
Addicks Clodine Road N-bound and Brays Bayou located on downstream,
east sidewalk of northbound bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 90.193 Feet NAVD 1988, 2001 Adjusted.",90.19,-1.8,82.5,84.5,85.1,86.3,0,2019-09-19 14:30,2019-09-23 14:30,Correct,80.61,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"Dead grass, Vegetation",High,Downstream about 20 FT from bridge. D100,"RH,TH,IS",Tim Hays,,2019-09-23 14:37,-95.66037654,29.71748309,Complete,,,,80.61,{7FE307C5-7C2D-4B92-9317-9A4534DFC5B5},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:24,jeremy.justice9,9.58,,,
48,D-0062,BRIDGE,D,BRAYS BAYOU,D112-00-00,WILLOW WATERHOLE,HILLCROFT,,040370,"Floodplain Reference Mark Number 040370 is a
Brass Disk stamped D112 0370D on bridge at
Hillcroft Street and D112-00-00 located on downstream,
east sidewalk of bridge, at stream centerline
in the Brays Watershed near stream D112-00-00
ELEV. 56.464 Feet NAVD 1988, 2001 Adjusted.",56.46,0,56.2,58,58.6,59.9,0,,2019-09-24 16:40,Wrong,,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Seedline located between bridges on Northend sideslope. Also correlates with the downed vegetation,High,,"V.Lomas, M.Salazar",V.Lomas,,2019-09-24 16:41,-95.49253757,29.65055205,Complete,,,,50.46,{74225B13-B0B6-4EB5-85F8-234F22D5D723},2019-09-23 14:29,HCFCDGISADMIN,2019-09-24 16:51,Mercedes.Salazar_HCFCD,,,,
49,D-0063,BRIDGE,D,BRAYS BAYOU,D112-00-00,WILLOW WATERHOLE,LANDSDOWNE,445,040365,"Floodplain Reference Mark Number 040365 is a
Brass Disk stamped D112 0365D on bridge at
Landsdowne Drive and D112-00-00 located on
downstream, east sidewalk of bridge, at stream centerline
in the Brays Watershed near stream D112-00-00
ELEV. 56.213 Feet NAVD 1988, 2001 Adjusted.",56.21,0,55.5,56.9,57.5,58.7,0,,2019-09-24 17:29,Correct,,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,Seedline located on wooden bed post near bridge headwall. Stake marked near the seedlin3 on wooden post.,High,,"V.Lomas, M.Salazar",V.Lomas,,2019-09-24 17:31,-95.48677558,29.65015289,Complete,54.14,58.99,4.89,54.19,{3218B585-9A21-4F46-8A06-E088A6425F3A},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 13:07,Dustin.Jones_HCFCD,,,,
50,D-0064,BRIDGE,D,BRAYS BAYOU,D112-00-00,WILLOW WATERHOLE,S. POST OAK,,040355,"Floodplain Reference Mark Number 040355 is a
Brass Disk stamped D112 0355D on bridge at
South Post Oak Road N-bound and D112-00-00 located on
downstream, east sidewalk of northbound bridge, at stream centerline
in the Brays Watershed near stream D112-00-00
ELEV. 57.005 Feet NAVD 1988, 2001 Adjusted.",57.01,0,47.3,50,51.2,53.6,0,,2019-09-24 18:54,Correct,,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Seedline located on most downstream Southside pillar ,High,HWM does not correlate with other HWMs on Channel ,"V. Lomas, M.Salazar",V.Lomas,,2019-09-24 18:30,-95.46401751,29.66053942,Complete,,,,46.87,{E69A6E6F-8C70-44A5-B27B-604F4984D83B},2019-09-23 14:29,HCFCDGISADMIN,2019-09-24 18:54,Mercedes.Salazar_HCFCD,,,,
51,D-0065,BRIDGE,D,BRAYS BAYOU,D112-00-00,WILLOW WATERHOLE,WEST BELLFORT,,040335,"Floodplain Reference Mark Number 040335 is a
Brass Disk stamped D112 0335D on bridge at
West Bellfort Avenue W-bound and D112-00-00 located on 
downstream, north sidewalk of westbound bridge, at stream centerline
in the Brays Watershed near stream D112-00-00
ELEV. 51.772 Feet NAVD 1988, 2001 Adjusted.",51.77,0,46.3,48.8,49.8,51.7,0,2019-09-19 13:53,2019-09-25 13:53,Correct,44.73,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,debris line,Medium,upstream left bank debris line along bank,"R Velasco, F Baez",F Baez,,2019-09-25 13:55,-95.45368744,29.67317425,Complete,,,,44.73,{B4F56284-E30C-4C68-ACA9-4F7760E5D107},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 13:00,jeremy.justice9,7.04,,,
52,D-0066,BASIN,D,BRAYS BAYOU,D500-01-00,,,,,,,,,,,,0,,,Correct,66.91,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"North end of detention area. debris, grass,seed,trash",High,F500-01-00,TH,TH,HCFCD,2019-09-25 15:33,-95.59371148,29.71895627,Complete,,,,66.91,{68FDDCF2-675D-4581-8F9C-9A4EDBDD3CAC},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:23,jeremy.justice9,,,,
53,D-0067,BASIN,D,BRAYS BAYOU,D500-06-00,,,,,,,,,,,,0,,,Correct,57.61,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"south end of basin. debris, grass, sticks,trash",Medium,D500-06-00,TH,TH,HCFCD,2019-09-25 17:11,-95.56021577,29.70012548,Complete,,,,57.61,{F73E1EA5-6E8B-426C-A748-4F885ABB1F12},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:23,jeremy.justice9,,,,
54,D-0068,BASIN,D,BRAYS BAYOU,D500-06-00,,,,,,,,,,,,0,,,Correct,60.07,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"s.w. end of basin debris line grass, seed,sticks,trash",Medium,F500-06-00,TH,TH,HCFCD,2019-09-25 18:54,-95.56302488,29.69398735,Complete,,,,60.07,{686E9D17-12C0-4EF5-B5A8-A019ED2EF2AC},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:23,jeremy.justice9,,,,
55,D-0069,BASIN,D,BRAYS BAYOU,D500-08-00,,,,,,,,,,,,0,,2019-09-25 20:28,Correct,45.86,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"n.e. side of basin. debris line grass,trash,sticks, seed",High,D500-08-00,TH,TH,HCFCD,2019-09-25 20:31,-95.45442804,29.68073143,Complete,,,,45.86,{FEE212CD-B1AD-4E1F-B6C2-26C490657FD5},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:23,jeremy.justice9,,,,
56,D-0070,BASIN,D,BRAYS BAYOU,D512-01-00,,,,,,,,,,,,0,2019-09-18 15:08,2019-09-24 19:05,Correct,50.03,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Seedline on concrete slope be marked by stake,High,high water mark on D112-00-00 weir for basin,"V.Lomas,M.Salazar",V.Lomas/TH,HCFCD,2019-09-24 19:07,-95.47044934,29.65635648,Complete,,,,50.03,{4833167F-FCF7-482B-BA67-8643B6D311CD},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:23,jeremy.justice9,,,,
57,D-0071,BASIN,D,BRAYS BAYOU,D512-01-00,,,,,,,,,,,,0,2019-09-18 16:46,2019-09-24 19:42,Correct,43.24,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Seedline located on back of sign. Stake is next to sign. n.w.end of basin east of rivecrest St  S Willow st.,Medium,"debris line grass,seed,sticks,trash,boards,","V.Lomas, M.Salazar",V.Lomas,HCFCD,2019-09-27 16:50,-95.46755262,29.65317544,Complete,,,,43.24,{321D2A0D-6A1A-40A7-B30C-E864016DE040},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:23,jeremy.justice9,,,,
58,D-0072,BASIN,D,BRAYS BAYOU,D512-01-00,,,,,,,,,,,,0,2019-09-18 18:40,2019-09-26 18:40,Correct,42.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,n.w.bank of basin,Medium,"debris line grass,sticks, reads",TH,TH,HCFCD,2019-09-26 18:42,-95.46025676,29.6530064,Complete,,,,42.2,{A5F20F44-F55D-4286-A370-FC0BE5C3E473},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:22,jeremy.justice9,,,,
59,D-0073,BASIN,D,BRAYS BAYOU,D512-01-00,,,,,,,,,,,,0,2019-09-18 19:34,2019-09-26 19:35,Correct,42.16,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"debris line.grass,seed, sticks,reads, trash",Medium,N.W. end of basin north bank,TH,TH,HCFCD,2019-09-26 19:37,-95.47162696,29.64759853,Complete,,,,42.16,{191AC5D7-58FE-4DC4-8722-4E4AD8791E92},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:22,jeremy.justice9,,,,
60,D-0074,BASIN,D,BRAYS BAYOU,D512-01-00,,,,,,,,,,,,0,2019-09-18 15:48,2019-09-24 19:31,Correct,42.75,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"debris,grass,seed,sticks,trash,boards",High,basin 512-01-00 East of S.willow dr,"V.Lomas, M.Salazar",V.Lomas/TH,HCFCD,2019-09-24 19:32,-95.47340907,29.65220717,Complete,,,,42.75,{FEF53852-C7B8-4F20-BB18-6273A0F464C6},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:22,jeremy.justice9,,,,
61,D-0075,BASIN,D,BRAYS BAYOU,D512-01-00,,,,,,,,,,,,0,,2019-09-24 19:13,Correct,42.64,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"seed,grass,sticks,boards",High,high mark on the weir west side of basin,"V. Lomas, M.Salazar",V.Lomas/TH,HCFCD,2019-09-24 19:13,-95.47419661,29.65394751,Complete,,,,42.64,{E8D4B188-182B-4EB0-9E6F-B33DF33D34B9},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:22,jeremy.justice9,,,,
62,D-0076,BASIN,D,BRAYS BAYOU,D519-01-00,,,,,,,,,,,,0,,,Correct,51.14,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"debris,grass,seed",Low,not much evidence to find here,TH,TH,HCFCD,2019-09-26 16:53,-95.5155364,29.67669022,Complete,,,,51.14,{3FE2A6C1-5733-49F1-9741-B06418A693A2},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:22,jeremy.justice9,,,,
63,D-0077,BASIN,D,BRAYS BAYOU,D500-04-00,,,,,,,,,,,,0,2019-09-18 15:47,2019-09-23 15:47,Correct,69.24,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,"Debris line of hydrilla, trash, seed, sticks East of hwy 6 north side of detention",High,D500-04-00,RH/TH/IS,RH,HCFCD,2019-09-23 15:47,-95.63202515,29.7169428,Complete,,,,69.24,{23FA70C5-EB55-4FC9-93B3-2A002ADA8D69},2019-09-23 14:29,HCFCDGISADMIN,2019-10-04 12:22,jeremy.justice9,,,,
64,E-0026,BRIDGE,E,WHITE OAK BAYOU,E101-00-00,LITTLE WHITE OAK,E101 @ TIDWELL,570,050168,"Floodplain Reference Mark Number 050168 is a HCFCD disk stamped E101 BM17 at Tidwell Road and Little White Oak Bayou Bayou located on the downstream side of the bridge at the stream centerline in Key Map 452 D in the White Oak Bayou Bayou Watershed (E101-00-00). ELEV. 64.38 Feet NAVD 1988, 2001 Adjusted.",64.38,-1.9,65.2,65.9,66.1,67,0,2019-09-21 14:50,2019-09-21 14:50,Correct,66.13,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Higher debris line on fence near bridge on right downstream side,High,Look both elevations and choose the more accurate one. Some apartments on first flooded,"V.Lomas, R.Vega, L.Reyes",V.Lomas,HCFCD,2019-09-21 14:52,-95.39986338,29.84524645,Complete,65.46,68.15,,66.13,{0CF95057-7475-4383-9758-573E28EBA1D6},2019-09-23 14:29,HCFCDGISADMIN,2019-09-26 15:34,jeremy.justice9,1.75,,,
